ensembl_gene	uniprotkb
ENSG00000257335	O43451
ENSG00000074416	Q99685
ENSG00000125871	Q9BQP7
ENSG00000111196	Q96A72
ENSG00000162385	P61326
ENSG00000008394	P10620
ENSG00000085871	Q99735
ENSG00000143198	O14880
ENSG00000161013	Q9UQ53
ENSG00000167889	Q3V5L5
ENSG00000125457	A9UHW6
ENSG00000173436	Q5TGZ0
ENSG00000174917	Q5XKP0
ENSG00000106554	Q9NX63
ENSG00000159685	Q9BRQ6
ENSG00000177427	Q96C03
ENSG00000100335	Q9NQG6
ENSG00000167470	Q504T8
ENSG00000163071	Q8TC71
ENSG00000141741	Q9BRT3
ENSG00000105556	Q8N344
ENSG00000155545	Q7Z3K6
ENSG00000240972	P14174
ENSG00000116691	Q5JXC2
ENSG00000164877	Q8IY33
ENSG00000271605	Q7Z6M3
ENSG00000107789	Q9UNW1
ENSG00000143409	Q8N5J2
ENSG00000148481	Q9H8M7
ENSG00000151338	Q8TD10
ENSG00000204104	Q8TDR0
ENSG00000135517	P30301
ENSG00000140983	Q8IXI1
ENSG00000167842	Q9H081
ENSG00000099812	Q8IVT2
ENSG00000168175	Q8NDC0
ENSG00000158411	Q8WV92
ENSG00000164051	Q96ER9
ENSG00000100030	P28482
ENSG00000102882	P27361
ENSG00000069956	Q16659
ENSG00000166484	Q13164
ENSG00000107643	P45983
ENSG00000050748	P45984
ENSG00000109339	P53779
ENSG00000125863	Q9NPJ1
ENSG00000128585	Q9UL63
ENSG00000079277	Q9BUB5
ENSG00000099875	Q9HBH9
ENSG00000133606	Q9UHC7
ENSG00000075975	Q9H000
ENSG00000179455	Q13064
ENSG00000110492	P21741
ENSG00000118680	O14950
ENSG00000076242	P40692
ENSG00000146147	Q5VWP3
ENSG00000168404	Q8NB16
ENSG00000101460	Q9H492
ENSG00000140941	Q9GZQ8
ENSG00000197769	Q9BXW4
ENSG00000106631	Q01449
ENSG00000111245	P10916
ENSG00000108788	Q9UH92
ENSG00000168288	Q9H3L0
ENSG00000157227	P50281
ENSG00000008516	Q9NPA2
ENSG00000271447	Q9H239
ENSG00000087245	P08253
ENSG00000173269	Q9H8L6
ENSG00000143793	Q9BU76
ENSG00000169330	Q9UPX6
ENSG00000138587	Q8NEH6
ENSG00000070444	Q99583
ENSG00000163606	Q8TD46
ENSG00000206531	Q6Q8B3
ENSG00000185787	Q9UBU8
ENSG00000123562	Q15014
ENSG00000165943	Q96BY2
ENSG00000114978	Q9H8S9
ENSG00000173542	Q7L9L4
ENSG00000182208	Q70IA6
ENSG00000120162	Q86TA1
ENSG00000142961	Q70IA8
ENSG00000168314	Q13875
ENSG00000075643	Q96EN8
ENSG00000147065	P26038
ENSG00000179010	Q9Y605
ENSG00000204655	Q16653
ENSG00000198920	Q2KHM9
ENSG00000159256	Q14149
ENSG00000139714	Q6PF18
ENSG00000171160	Q8NDC4
ENSG00000185681	Q5VZ52
ENSG00000172680	P00540
ENSG00000112394	Q8TF71
ENSG00000152779	Q6ZSM3
ENSG00000174327	Q7RTY0
ENSG00000118596	O60669
ENSG00000141526	O15427
ENSG00000168679	O15374
ENSG00000170190	O15375
ENSG00000147100	P36021
ENSG00000096395	P12872
ENSG00000079931	Q6UVY6
ENSG00000169032	Q02750
ENSG00000126934	P36507
ENSG00000137764	Q13163
ENSG00000108984	P52564
ENSG00000060762	Q9Y5U8
ENSG00000143158	O95563
ENSG00000164045	P30304
ENSG00000101224	P30305
ENSG00000168303	Q8TAP9
ENSG00000108852	Q14168
ENSG00000161647	Q13368
ENSG00000082126	Q96JB8
ENSG00000150054	Q5T2T1
ENSG00000165688	Q10713
ENSG00000186732	O15442
ENSG00000066382	Q15777
ENSG00000003056	P20645
ENSG00000129255	O75352
ENSG00000197965	O95297
ENSG00000178988	Q96HT8
ENSG00000135324	Q96G30
ENSG00000118242	Q8N565
ENSG00000101189	Q9NV56
ENSG00000179826	Q96LB0
ENSG00000278619	Q6IN84
ENSG00000171861	Q9HC36
ENSG00000161010	Q6NTE8
ENSG00000124532	Q9HD23
ENSG00000159055	Q9NYP9
ENSG00000104147	O43482
ENSG00000149516	Q96HJ5
ENSG00000166927	Q9GZW8
ENSG00000170903	Q8NCY6
ENSG00000151379	A6NI15
ENSG00000095002	P43246
ENSG00000113318	P20585
ENSG00000135097	O43347
ENSG00000153944	Q96DH6
ENSG00000102854	Q13421
ENSG00000052802	Q15800
ENSG00000101928	Q9UJG1
ENSG00000130150	Q8NHP6
ENSG00000106330	O75425
ENSG00000175806	Q9UJ68
ENSG00000198736	Q9NZV6
ENSG00000148450	Q9Y3D2
ENSG00000174099	Q8IXL7
ENSG00000038945	P21757
ENSG00000183155	P47224
ENSG00000166343	Q4VC12
ENSG00000125459	Q9BUK6
ENSG00000163132	P28360
ENSG00000120149	P35548
ENSG00000169688	P07438
ENSG00000169715	P04732
ENSG00000205364	Q8N339
ENSG00000187193	P80297
ENSG00000144401	Q8WXB1
ENSG00000139780	Q5VZV1
ENSG00000100483	Q9H867
ENSG00000182979	Q13330
ENSG00000099810	Q13126
ENSG00000109919	Q9Y6C9
ENSG00000168502	Q9Y4B5
ENSG00000149639	O94964
ENSG00000163738	Q9H903
ENSG00000065911	P13995
ENSG00000127989	Q99551
ENSG00000120832	Q49AM1
ENSG00000156469	Q96E29
ENSG00000122085	Q7Z6M4
ENSG00000143033	Q9Y483
ENSG00000066855	Q15390
ENSG00000129993	O75081
ENSG00000148824	Q9BT17
ENSG00000078699	O43439
ENSG00000079102	Q06455
ENSG00000132749	Q9Y4I5
ENSG00000100330	Q13615
ENSG00000139505	Q9Y217
ENSG00000003987	Q9Y216
ENSG00000104643	Q96QG7
ENSG00000133812	Q86WG5
ENSG00000037757	Q9BV20
ENSG00000149089	Q96GX9
ENSG00000182551	Q9BV57
ENSG00000168412	P48039
ENSG00000132613	Q765P7
ENSG00000180354	Q8N3F0
ENSG00000129422	Q9ULD2
ENSG00000132938	Q5JR59
ENSG00000128654	O75431
ENSG00000169550	Q8N387
ENSG00000185499	P15941
ENSG00000135535	Q04900
ENSG00000164035	Q9ULC0
ENSG00000172551	Q96DR8
ENSG00000090432	Q969V5
ENSG00000172732	Q96NY9
ENSG00000178860	O60682
ENSG00000013364	Q14764
ENSG00000157601	P20591
ENSG00000183486	P20592
ENSG00000119950	P50539
ENSG00000162576	Q9BRK3
ENSG00000266714	Q96JP2
ENSG00000179820	Q96S97
ENSG00000118513	P10242
ENSG00000116990	P12524
ENSG00000151229	Q96QE2
ENSG00000136997	P01106
ENSG00000172936	Q99836
ENSG00000074842	Q969H8
ENSG00000104177	Q9P2K5
ENSG00000172927	Q96EZ4
ENSG00000111049	P13349
ENSG00000139637	Q9HB07
ENSG00000109061	P12882
ENSG00000078814	A7E2Y1
ENSG00000092054	P12883
ENSG00000106436	Q9BUA6
ENSG00000196465	P14649
ENSG00000092841	P60660
ENSG00000101335	P24844
ENSG00000007944	Q8WY64
ENSG00000065534	Q15746
ENSG00000085274	Q9NPC7
ENSG00000128641	O43795
ENSG00000142347	O00160
ENSG00000167306	Q9ULV0
ENSG00000034971	Q99972
ENSG00000129152	P15172
ENSG00000122180	P15173
ENSG00000101605	P52179
ENSG00000142661	Q5VTT5
ENSG00000178104	Q5VU43
ENSG00000120729	Q9UBF9
ENSG00000177791	Q9NP98
ENSG00000172399	Q9NPC6
ENSG00000164591	Q8TDC0
ENSG00000176182	Q86VE0
ENSG00000123560	P60201
ENSG00000170011	Q8NFW9
ENSG00000162601	Q5VVJ2
ENSG00000170476	Q8WU39
ENSG00000204899	Q08AG7
ENSG00000244754	Q92802
ENSG00000102921	O75113
ENSG00000145911	O15049
ENSG00000198088	Q9H1M0
ENSG00000102030	P41227
ENSG00000156269	Q9BSU3
ENSG00000164134	Q9BXJ9
ENSG00000135040	Q5VZE5
ENSG00000110583	Q86UY6
ENSG00000121579	Q9GZZ1
ENSG00000122390	Q9H7X0
ENSG00000243477	Q93015
ENSG00000166886	Q15742
ENSG00000100678	P57103
ENSG00000160877	Q96RE7
ENSG00000126950	Q53FP2
ENSG00000103485	Q15274
ENSG00000172890	Q6IA69
ENSG00000008130	O95544
ENSG00000145414	Q96HR8
ENSG00000162066	Q9Y303
ENSG00000124357	Q9UJ70
ENSG00000171169	Q69YI7
ENSG00000077616	Q9Y3Q0
ENSG00000105835	P43490
ENSG00000188425	P60321
ENSG00000187556	P60323
ENSG00000131400	O96009
ENSG00000167311	Q96L15
ENSG00000132780	P49321
ENSG00000185818	Q8N9F0
ENSG00000144035	Q9UHE5
ENSG00000274180	Q8N6N6
ENSG00000134369	Q8NEY1
ENSG00000159348	Q9UHQ9
ENSG00000166394	Q6BCY4
ENSG00000100243	P00387
ENSG00000158747	P41271
ENSG00000186086	Q5VWK0
ENSG00000270629	Q5TI25
ENSG00000271383	A0A087WUL8
ENSG00000273136	B4DH59
ENSG00000188554	Q14596
ENSG00000175550	Q14919
ENSG00000117505	Q01658
ENSG00000104490	P61601
ENSG00000270170	Q69YL0
ENSG00000136937	Q09161
ENSG00000074356	Q53F19
ENSG00000020129	Q9UBB6
ENSG00000158517	P14598
ENSG00000116701	P19878
ENSG00000158092	P16333
ENSG00000071051	O43639
ENSG00000188467	Q71RS6
ENSG00000084676	Q15788
ENSG00000266412	Q13772
ENSG00000124160	Q9HCD5
ENSG00000107130	P62166
ENSG00000189430	O76036
ENSG00000204475	O14931
ENSG00000080986	O14777
ENSG00000166579	Q9GZM8
ENSG00000162992	Q13562
ENSG00000123307	Q9HD90
ENSG00000103024	Q13232
ENSG00000112981	P56597
ENSG00000143156	Q9Y5B8
ENSG00000239672	P15531
ENSG00000103202	O00746
ENSG00000188566	Q9UHB4
ENSG00000103034	Q9ULP0
ENSG00000170906	O95167
ENSG00000128609	Q16718
ENSG00000267855	O95182
ENSG00000139180	Q16795
ENSG00000174886	Q86Y39
ENSG00000184752	Q9UI09
ENSG00000090266	O95178
ENSG00000136521	O43674
ENSG00000165264	O95139
ENSG00000099795	P17568
ENSG00000147684	Q9Y6M9
ENSG00000140990	O96000
ENSG00000147123	Q9NX14
ENSG00000164182	Q8N183
ENSG00000178057	Q9BU61
ENSG00000123545	Q9P032
ENSG00000156170	Q330K2
ENSG00000213619	O75489
ENSG00000178127	P19404
ENSG00000078114	O76041
ENSG00000123119	Q8N987
ENSG00000103154	Q7Z6G3
ENSG00000089818	Q8NC96
ENSG00000130202	Q92692
ENSG00000177707	Q9NQS3
ENSG00000143217	Q96NY8
ENSG00000049759	Q96PU5
ENSG00000069869	P46934
ENSG00000154328	Q969S2
ENSG00000119408	Q9HC98
ENSG00000160602	Q86SG6
ENSG00000185049	Q9H3P2
ENSG00000188986	Q8WX92
ENSG00000101158	Q8IXH7
ENSG00000204356	P18615
ENSG00000165973	Q92832
ENSG00000184613	Q99435
ENSG00000269335	Q9Y6K9
ENSG00000166881	O14524
ENSG00000126749	Q92979
ENSG00000074527	Q9HB63
ENSG00000101200	P01185
ENSG00000167740	Q8WUJ1
ENSG00000204386	Q99519
ENSG00000115488	Q9Y3R4
ENSG00000204099	Q8WWR8
ENSG00000133636	P30990
ENSG00000162614	Q0ZGT2
ENSG00000176953	Q8NCF5
ENSG00000116044	Q16236
ENSG00000235568	Q8NET5
ENSG00000163531	O94856
ENSG00000162599	Q12857
ENSG00000141905	P08651
ENSG00000165030	Q16649
ENSG00000131507	Q9BT67
ENSG00000102471	Q9NV92
ENSG00000008441	Q14938
ENSG00000277586	P07196
ENSG00000104722	P07197
ENSG00000170322	Q6P4R8
ENSG00000169599	Q9UMS0
ENSG00000001167	P23511
ENSG00000120837	P25208
ENSG00000066136	Q13952
ENSG00000148346	P80188
ENSG00000075391	Q9UJF2
ENSG00000165553	Q9NPG2
ENSG00000129460	Q8NEJ9
ENSG00000151092	Q96IV0
ENSG00000181965	Q92886
ENSG00000178403	Q9H2A3
ENSG00000122859	Q9Y4Z2
ENSG00000182768	Q9NPE2
ENSG00000100138	P55769
ENSG00000196865	Q8NBF2
ENSG00000257108	P0CG21
ENSG00000145912	Q9NX24
ENSG00000109062	O14745
ENSG00000065054	Q15599
ENSG00000172367	Q86UT5
ENSG00000204131	Q5HYW2
ENSG00000135842	Q9BZQ8
ENSG00000167483	Q86XR2
ENSG00000145029	Q9BSH3
ENSG00000087303	Q14112
ENSG00000196290	Q9GZT8
ENSG00000131669	Q92982
ENSG00000171840	Q9NZG7
ENSG00000101004	Q9Y2I6
ENSG00000170113	Q7RTP0
ENSG00000172548	Q0D2K0
ENSG00000108666	Q9HAS0
ENSG00000115353	P25103
ENSG00000101198	Q8IVV8
ENSG00000150776	Q6ZUT1
ENSG00000189134	Q5M9Q1
ENSG00000101882	Q8N5F7
ENSG00000140807	Q969G9
ENSG00000134545	P26715
ENSG00000213809	P26718
ENSG00000105374	Q16617
ENSG00000186416	O15226
ENSG00000229544	Q9UD57
ENSG00000125816	Q9H2Z4
ENSG00000183072	P52952
ENSG00000167034	Q99801
ENSG00000109705	P78367
ENSG00000087095	Q9UBE8
ENSG00000168389	Q8NA29
ENSG00000197696	P08949
ENSG00000123609	Q13287
ENSG00000173614	Q9HAN9
ENSG00000136448	P30419
ENSG00000152465	O60551
ENSG00000109255	P48645
ENSG00000213995	Q8IW45
ENSG00000141101	Q9ULX3
ENSG00000184967	Q9BVI4
ENSG00000156574	Q96S42
ENSG00000130558	Q99784
ENSG00000105088	O95897
ENSG00000118733	Q96PB7
ENSG00000273899	Q9UGY1
ENSG00000140939	O60936
ENSG00000101746	O94818
ENSG00000146909	Q5C9Z4
ENSG00000147140	Q15233
ENSG00000182117	Q9NPE3
ENSG00000105373	Q9NZM5
ENSG00000101361	O00567
ENSG00000164867	P29474
ENSG00000142546	Q9Y314
ENSG00000163072	Q8IVI9
ENSG00000074181	Q9UM47
ENSG00000214513	A8MTQ0
ENSG00000185269	Q6P988
ENSG00000007952	Q9Y5S8
ENSG00000074771	Q9HBY0
ENSG00000188747	Q86UR1
ENSG00000187109	P55209
ENSG00000186462	Q9ULW6
ENSG00000177432	Q96NT1
ENSG00000001461	Q6P499
ENSG00000170485	Q99743
ENSG00000125522	P48146
ENSG00000107281	Q9NQX5
ENSG00000148734	Q9GZQ6
ENSG00000056291	Q9Y5X5
ENSG00000243716	A8MRT5
ENSG00000182446	Q8TAT6
ENSG00000135838	Q9BXD5
ENSG00000158806	Q86SE8
ENSG00000107833	O75607
ENSG00000181163	P06748
ENSG00000157765	O95436
ENSG00000198569	Q8N130
ENSG00000105954	Q9HCQ7
ENSG00000185149	P49146
ENSG00000122585	P01303
ENSG00000181019	P15559
ENSG00000124588	P16083
ENSG00000169297	P51843
ENSG00000131910	Q15466
ENSG00000126368	P20393
ENSG00000174738	Q14995
ENSG00000131408	P55055
ENSG00000025434	Q13133
ENSG00000012504	Q96RI1
ENSG00000120798	P13056
ENSG00000184162	Q86WQ0
ENSG00000278570	Q9Y5X4
ENSG00000188211	Q68D85
ENSG00000153234	P43354
ENSG00000119508	Q92570
ENSG00000116833	O00482
ENSG00000184601	Q8N912
ENSG00000198435	Q7Z6K4
ENSG00000148572	Q96F24
ENSG00000115216	Q9UHY1
ENSG00000119720	Q9H7Z3
ENSG00000106459	Q16656
ENSG00000157168	Q02297
ENSG00000169752	Q8WWG1
ENSG00000180530	P48552
ENSG00000053702	Q9BQI9
ENSG00000175352	Q9NQ35
ENSG00000106733	Q9NWW6
ENSG00000137404	Q8IXM6
ENSG00000188038	Q496H8
ENSG00000152954	Q8IZ57
ENSG00000125841	Q9GZP1
ENSG00000021645	Q9Y4C0
ENSG00000165671	Q96L73
ENSG00000109685	O96028
ENSG00000147383	Q15738
ENSG00000156831	Q96MF7
ENSG00000073969	P46459
ENSG00000168824	P42857
ENSG00000170091	Q9Y328
ENSG00000135587	O60906
ENSG00000165802	Q6X4W1
ENSG00000264343	Q7Z3S9
ENSG00000125458	Q8TCD5
ENSG00000157045	Q96AB6
ENSG00000156795	Q96HA8
ENSG00000125255	Q12908
ENSG00000145248	Q96EP9
ENSG00000100652	Q14973
ENSG00000102898	P61970
ENSG00000225950	P34130
ENSG00000148335	Q9BV86
ENSG00000130950	A1L443
ENSG00000182667	Q9P121
ENSG00000163545	Q9H093
ENSG00000095906	Q9Y5Y2
ENSG00000151413	Q8TB37
ENSG00000070081	P80303
ENSG00000115053	P19338
ENSG00000122824	Q8NFP7
ENSG00000183828	O95848
ENSG00000136159	Q9NV35
ENSG00000149761	Q9BRQ3
ENSG00000165609	Q9UKK9
ENSG00000170502	Q9BW91
ENSG00000083635	Q9UHK0
ENSG00000108256	Q7Z417
ENSG00000105245	Q9Y6R0
ENSG00000133961	P49757
ENSG00000163002	Q8NFH5
ENSG00000136243	O15504
ENSG00000093000	Q9UKX7
ENSG00000138750	Q7Z3B4
ENSG00000139496	Q9BVL2
ENSG00000213024	P37198
ENSG00000125450	Q9BW27
ENSG00000108559	Q99567
ENSG00000102900	Q8N1F7
ENSG00000184507	Q86Y26
ENSG00000143748	O15381
ENSG00000162231	Q9UBU9
ENSG00000269437	Q9GZY0
ENSG00000269405	Q9GZY0
ENSG00000147206	Q9H4D5
ENSG00000197712	Q8IWE2
ENSG00000204361	Q96DL1
ENSG00000144815	Q969Y0
ENSG00000132661	Q9UKK6
ENSG00000101888	Q9NPJ8
ENSG00000188937	Q9GZU5
ENSG00000174970	Q8NH19
ENSG00000254737	Q8NGN3
ENSG00000189181	A6ND48
ENSG00000180785	Q8TCB6
ENSG00000205409	Q96RD3
ENSG00000183313	Q8NGH7
ENSG00000181785	Q8N127
ENSG00000124596	Q9Y530
ENSG00000089127	P00973
ENSG00000111335	P29728
ENSG00000180304	O95190
ENSG00000143450	Q9UMX2
ENSG00000110777	Q16633
ENSG00000152193	Q5W0B1
ENSG00000213625	O15243
ENSG00000109180	Q9NX40
ENSG00000197822	Q16625
ENSG00000122126	Q01968
ENSG00000105479	Q96M63
ENSG00000169126	Q5T2S8
ENSG00000198003	A5D8V7
ENSG00000109205	A1E959
ENSG00000174792	Q17RF5
ENSG00000122417	Q9ULJ1
ENSG00000155087	Q14990
ENSG00000136811	Q5BJF6
ENSG00000184650	Q2M2E3
ENSG00000163114	P29803
ENSG00000110435	O00330
ENSG00000197444	Q9ULD0
ENSG00000087263	Q8N543
ENSG00000147162	O15294
ENSG00000138315	Q8WWZ8
ENSG00000102837	Q6UX06
ENSG00000205927	Q13516
ENSG00000177468	Q7RTU3
ENSG00000122543	P0CE72
ENSG00000205922	O60422
ENSG00000203907	A6NGQ2
ENSG00000183715	Q14982
ENSG00000178814	O14841
ENSG00000122375	Q9UHM6
ENSG00000116329	P41143
ENSG00000082556	P41145
ENSG00000112038	P35372
ENSG00000128617	P03999
ENSG00000163914	P08100
ENSG00000102076	P04000
ENSG00000180245	O14718
ENSG00000123240	Q96CV9
ENSG00000171481	Q8NH93
ENSG00000188558	Q5TZ20
ENSG00000284662	Q6IEY1
ENSG00000284733	Q6IEY1
ENSG00000230178	Q6IEY1
ENSG00000231192	A6NKK0
ENSG00000231861	Q8NHB8
ENSG00000221813	O95007
ENSG00000205330	Q96RD1
ENSG00000185385	O14581
ENSG00000127529	O60412
ENSG00000188000	Q96RA2
ENSG00000174667	Q8NG98
ENSG00000085840	Q13415
ENSG00000115942	Q13416
ENSG00000091651	Q9Y5N6
ENSG00000128699	Q9P0S3
ENSG00000123353	Q53FV1
ENSG00000172057	Q8N138
ENSG00000120329	Q9BXI2
ENSG00000141447	Q9BXW6
ENSG00000130703	Q9H1P3
ENSG00000070882	Q9H4L5
ENSG00000184792	Q969R2
ENSG00000092094	Q9NPF4
ENSG00000140961	Q9UJX0
ENSG00000145623	Q99650
ENSG00000164920	Q8N2R0
ENSG00000228474	P0C6T2
ENSG00000163959	Q86UW1
ENSG00000186198	Q86UW2
ENSG00000242252	P02818
ENSG00000198856	Q9NRP0
ENSG00000134996	Q92882
ENSG00000118785	P10451
ENSG00000183034	Q7RTS6
ENSG00000182938	Q7RTS5
ENSG00000125879	Q9NRC9
ENSG00000178602	Q8NHW6
ENSG00000171540	Q5XKR4
ENSG00000180667	Q5VVQ6
ENSG00000189401	Q7L8S5
ENSG00000264522	Q6GQQ9
ENSG00000167770	Q96FW1
ENSG00000089723	Q96DC9
ENSG00000169914	Q5T2D3
ENSG00000164164	Q01804
ENSG00000145569	Q9NUU6
ENSG00000154124	Q96BN8
ENSG00000115507	P32242
ENSG00000165588	P32243
ENSG00000172818	O14753
ENSG00000125850	Q9BRP0
ENSG00000162881	Q8TDS5
ENSG00000154814	Q96HP4
ENSG00000172939	O95747
ENSG00000167635	Q15072
ENSG00000196313	Q96HA1
ENSG00000146281	Q8IYS1
ENSG00000255251	E9PI22
ENSG00000255378	P0DMB1
ENSG00000167393	Q9Y5P8
ENSG00000092020	Q969Q6
ENSG00000108405	P51575
ENSG00000135124	Q99571
ENSG00000089041	Q99572
ENSG00000171631	Q15077
ENSG00000181631	Q9BPV8
ENSG00000139144	O75747
ENSG00000110811	Q8IVL6
ENSG00000100100	Q96FE7
ENSG00000149380	Q7Z4N8
ENSG00000137492	O43422
ENSG00000117461	Q92569
ENSG00000183010	P32322
ENSG00000104524	Q53H96
ENSG00000059573	P54886
ENSG00000167543	Q8NBR0
ENSG00000073282	Q9H3D4
ENSG00000167491	Q86YP4
ENSG00000143614	Q8WXI9
ENSG00000145675	P27986
ENSG00000168092	P68402
ENSG00000079462	Q15102
ENSG00000188784	Q9NZK7
ENSG00000158786	Q9BZM2
ENSG00000069764	O15496
ENSG00000119965	Q9H8K7
ENSG00000151846	Q9H361
ENSG00000174740	Q96DU9
ENSG00000065600	Q9H813
ENSG00000000457	Q8IZE3
ENSG00000124507	Q9BY11
ENSG00000100266	Q9UNF0
ENSG00000165912	Q9UKS6
ENSG00000112530	Q96M98
ENSG00000163138	Q8N7B6
ENSG00000078549	P41586
ENSG00000142619	Q9ULW8
ENSG00000159339	Q9UM07
ENSG00000276747	Q6TGC4
ENSG00000122133	P09466
ENSG00000166803	Q15004
ENSG00000006712	Q8N7H5
ENSG00000068985	O75459
ENSG00000204279	Q5JUK9
ENSG00000158639	Q96GU1
ENSG00000108849	P01298
ENSG00000107537	O14832
ENSG00000106366	P05121
ENSG00000172239	Q9H074
ENSG00000120727	Q9BPZ3
ENSG00000149269	Q13153
ENSG00000180370	Q13177
ENSG00000077264	O75914
ENSG00000130669	O96013
ENSG00000101349	Q9P286
ENSG00000137843	Q9NQU5
ENSG00000083093	Q86YC2
ENSG00000129116	Q8WX93
ENSG00000099260	Q9NP74
ENSG00000072415	Q8N3R9
ENSG00000105926	Q9NZW5
ENSG00000167612	Q7Z3H0
ENSG00000110218	Q96RD7
ENSG00000073150	Q96RD6
ENSG00000198682	O95340
ENSG00000159346	Q96A54
ENSG00000006831	Q86V24
ENSG00000137819	Q9NXK6
ENSG00000160781	Q6TCH4
ENSG00000182749	Q86WK9
ENSG00000170915	Q8TEZ7
ENSG00000136297	Q8IY49
ENSG00000108960	Q15546
ENSG00000111224	Q9NR21
ENSG00000173200	Q460N3
ENSG00000102981	Q9NPB6
ENSG00000124171	Q9BYG5
ENSG00000169116	Q6UWI2
ENSG00000041880	Q9Y6F1
ENSG00000197702	Q9NVD7
ENSG00000138964	Q9HBI0
ENSG00000171053	Q8WXA2
ENSG00000166889	Q86TB9
ENSG00000100105	Q9HBE1
ENSG00000162078	Q96DA0
ENSG00000135903	P23760
ENSG00000106331	O43316
ENSG00000196092	Q02548
ENSG00000007372	P26367
ENSG00000009709	P23759
ENSG00000125618	Q06710
ENSG00000198807	P55771
ENSG00000089159	P49023
ENSG00000163346	Q96AQ6
ENSG00000108187	P30039
ENSG00000185630	P40424
ENSG00000204304	P40425
ENSG00000167081	P40426
ENSG00000105717	Q9BYU1
ENSG00000087253	Q7L5N7
ENSG00000169564	Q15365
ENSG00000183570	P57721
ENSG00000175198	P05165
ENSG00000114054	P05166
ENSG00000118946	O14917
ENSG00000189184	Q9HCL0
ENSG00000204967	Q9UN74
ENSG00000113205	Q9Y5E6
ENSG00000120328	Q9Y5F1
ENSG00000120327	Q9Y5E9
ENSG00000262576	Q9Y5G9
ENSG00000261934	Q9Y5G4
ENSG00000115289	Q9BSM1
ENSG00000277258	P35227
ENSG00000185619	Q3KNV8
ENSG00000180628	Q86SE9
ENSG00000156374	Q9BYE7
ENSG00000071539	Q15645
ENSG00000126226	Q5JVF3
ENSG00000153823	Q7Z2X4
ENSG00000078674	Q15154
ENSG00000203880	Q9NV79
ENSG00000132646	P12004
ENSG00000174788	Q8IVA1
ENSG00000183036	P48539
ENSG00000115257	Q6UW60
ENSG00000099139	Q92824
ENSG00000140479	P29122
ENSG00000135749	A6NKB5
ENSG00000161217	P49585
ENSG00000102230	Q9Y5K3
ENSG00000185813	Q99447
ENSG00000116005	Q9UHG3
ENSG00000197646	Q9BQ51
ENSG00000114209	Q9BUL8
ENSG00000071994	Q16342
ENSG00000150593	Q53EL6
ENSG00000105185	O14737
ENSG00000249915	O75340
ENSG00000163440	Q8N4E4
ENSG00000152270	Q13370
ENSG00000065989	P27815
ENSG00000105650	Q08493
ENSG00000113448	Q08499
ENSG00000138735	O76074
ENSG00000156973	O43924
ENSG00000160191	O76083
ENSG00000197461	P04085
ENSG00000100311	P01127
ENSG00000185624	P07237
ENSG00000185615	Q13087
ENSG00000155660	P13667
ENSG00000065485	Q14554
ENSG00000143870	Q15084
ENSG00000004142	Q9Y2S7
ENSG00000100227	Q9BY77
ENSG00000175087	Q8N165
ENSG00000004799	Q16654
ENSG00000120913	Q96JY6
ENSG00000131435	P50479
ENSG00000196923	Q9NR12
ENSG00000164951	Q9P0J1
ENSG00000162493	Q86YL7
ENSG00000088356	Q9NUG6
ENSG00000121892	Q29RF7
ENSG00000120509	Q5EBL8
ENSG00000162366	Q13113
ENSG00000067840	Q76G19
ENSG00000186862	Q9H5P4
ENSG00000162734	Q15121
ENSG00000187800	Q5VY43
ENSG00000067955	Q13951
ENSG00000089220	P30086
ENSG00000132386	P36955
ENSG00000162517	Q9UBV8
ENSG00000242265	Q86TG7
ENSG00000197329	Q96FA3
ENSG00000139946	Q9HAT8
ENSG00000152684	Q9BRX2
ENSG00000133027	Q9UBM1
ENSG00000205155	Q9NZ42
ENSG00000229183	P0DJD7
ENSG00000215440	Q8NDH3
ENSG00000118898	O60437
ENSG00000179094	O15534
ENSG00000132326	O15055
ENSG00000180644	P14222
ENSG00000135406	P41219
ENSG00000112378	Q96FX8
ENSG00000108733	O00623
ENSG00000162928	Q92968
ENSG00000142655	O75381
ENSG00000121680	Q9Y5Y5
ENSG00000162735	P40855
ENSG00000215193	Q7Z412
ENSG00000221821	Q5I0X4
ENSG00000034693	P56589
ENSG00000139197	P50542
ENSG00000135365	Q96BD5
ENSG00000113068	O60925
ENSG00000143256	Q9UHV9
ENSG00000155959	P61758
ENSG00000101132	Q9NQP4
ENSG00000123349	Q99471
ENSG00000204220	O15212
ENSG00000067057	Q01813
ENSG00000171314	P18669
ENSG00000164708	P15259
ENSG00000148985	Q9UHJ9
ENSG00000129925	Q9HCN3
ENSG00000137338	Q96JS3
ENSG00000134853	P16234
ENSG00000113721	P09619
ENSG00000154274	Q8IY42
ENSG00000130517	Q9NXJ5
ENSG00000101856	O00264
ENSG00000164040	O15173
ENSG00000161031	Q96PD5
ENSG00000159527	Q96LB9
ENSG00000100949	Q92696
ENSG00000164219	P53609
ENSG00000137955	P53611
ENSG00000125149	Q9BSU1
ENSG00000112137	Q9C0D0
ENSG00000087495	Q96KR7
ENSG00000167085	P35232
ENSG00000111752	P78364
ENSG00000134686	Q8IXK0
ENSG00000173889	Q8NDX5
ENSG00000130024	Q8WUB8
ENSG00000136147	Q9UIL8
ENSG00000109118	Q96QT6
ENSG00000119403	Q5T6S3
